airline_sentiment,airline_sentiment_confidence,airline,text
neutral,0.6801,United,@united Can you explain how it rewards us elite Premiere 1K members?
neutral,0.6803,Southwest,@SouthwestAir Thanks! Will do
neutral,0.6803,US Airways,@USAirways how long is that flight? http://t.co/bCwckWtnlE
neutral,0.6803,Virgin America,@VirginAmerica way to take advantage of #MayweatherPacquiao :)
neutral,0.6804,American,@AmericanAir @jokerunning this happened to me too!!!
neutral,0.6804,Delta,@JetBlue could I get a free flight to Vegas since it's my bday😏☺️
neutral,0.6804,Southwest,@SouthwestAir Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !
neutral,0.6804,Southwest,@SouthwestAir do you have any tickets to the Atlanta show? I would love to go with my sister ♥️🙏
neutral,0.6804,Southwest,@SouthwestAir honesty should always be the policy
neutral,0.6804,Southwest,"“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW"
neutral,0.6804,United,"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening"
neutral,0.6804,United,@united is there an email address I can reach? Too long for a DM.
neutral,0.6804,United,@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?
neutral,0.6804,United,@united what is your plan to reduce delays?
neutral,0.6805,Delta,@JetBlue ANYWHERE!! http://t.co/FeFHPmFPlE
neutral,0.6805,Delta,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.
neutral,0.6805,Southwest,@SouthwestAir my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?
neutral,0.6805,United,"@united do u serve peanuts/nuts on yr flights yr policies r confusing contradictory advice Pls help #Anaphylaxis,will u ask those 2 refrain?"
neutral,0.6806,Delta,@JetBlue thanks bae
neutral,0.6806,Southwest,You have to follow me back so that I can DM @SouthwestAir
neutral,0.6806,United,@united that's what I thought! Thanks for the clarification!
neutral,0.6807,American,@AmericanAir done
neutral,0.6807,Delta,@JetBlue Ricoh Smith at BOS provided oust and service
neutral,0.6807,United,"@united Seat 14A, Flight UA895"
neutral,0.6808,American,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
neutral,0.6808,Delta,@JetBlue My card company and I explained the issue over the phone when I was in Mexico. I purchased a new ticket over the phone.
neutral,0.6808,Delta,@jetblue How long ago can a trip have taken place for me to still get credit if I didn't apply my TrueBlue # when I booked?
neutral,0.6808,US Airways,@USAirways flight was full. 1 open middle seat. Did not want to sit there. What is your policy?
neutral,0.6809,American,@americanair I sure do. I'm running version 3.10.0
neutral,0.6809,Delta,@JetBlue he's sch for 530 tmw on AA. would love to find him an earlier one with yall if possible. He's in FLL
neutral,0.6809,Southwest,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp; would really love to go
neutral,0.6809,Southwest,@SouthwestAir do you have all winners for @Imaginedragons #DestinationDragons
neutral,0.6809,Southwest,@SouthwestAir got it. Next time I will know about paying extra to make the A Line.
neutral,0.6809,US Airways,@USAirways Bag policy says stroller OR car seat. We need to bring 2 car seats and 1 stroller. Should I just call for details?
neutral,0.6809,US Airways,@USAirways I think it's ok.
neutral,0.6809,United,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt"
neutral,0.6809,Virgin America,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
neutral,0.681,American,@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?
neutral,0.681,Delta,@JetBlue everyone is overreacting. Keep up your swag!
neutral,0.6811,American,@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now
neutral,0.6811,US Airways,"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday."
neutral,0.6811,Virgin America,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
neutral,0.6812,American,"@AmericanAir when changing dest city on an award for a reservation party of 4, is fee $150 for each pax or 150 for first and 25 for rest?"
neutral,0.6812,Delta,@JetBlue will you Cancelled Flight tonight's 7 pm out of DFW to BOS? #weather
neutral,0.6813,Delta,"@JetBlue @courteroy LOLZ. ""On Fleek"""
neutral,0.6813,United,.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.
neutral,0.6813,United,@united and a husband.
neutral,0.6813,United,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!
neutral,0.6814,United,@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.
neutral,0.6814,United,@united its available online I just can't figure out how to do it to guarantee same flight
neutral,0.6814,United,@united your flights are really cheap what's the catch
neutral,0.6814,Virgin America,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.
neutral,0.6815,American,@AmericanAir .. UMM hello?
neutral,0.6815,United,@united - Kids left a kindle fire HD 6 onboard UA1037 (ORD-SFO) today. Row 9ABC-DEF (we had the whole row amongst the 5 of us). Help...
neutral,0.6816,Virgin America,@VirginAmerica I'd love to know what your policy is for damaged luggage.
neutral,0.6818,Southwest,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2
neutral,0.6818,Southwest,@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
neutral,0.6819,Southwest,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney"
neutral,0.682,Southwest,@SouthwestAir I would sell my nonexistent soul to go see #DestinationDragons
neutral,0.682,US Airways,@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better.
neutral,0.6821,Delta,@JetBlue nope. Currently sitting at my gate.
neutral,0.6821,Southwest,@SouthwestAir Thank you.
neutral,0.6821,United,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366
neutral,0.6823,Delta,"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!"
neutral,0.6824,Delta,LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”
neutral,0.6824,Southwest,@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix
neutral,0.6825,Southwest,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem
neutral,0.6825,United,@united any info on delays at SFO tomorrow due to low clouds?
neutral,0.6825,United,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?"
neutral,0.6826,American,@AmericanAir it looks like a mistake
neutral,0.6826,Delta,@JetBlue Using JetBlue air miles?
neutral,0.6827,American,"Thanks, @chasefoster. Was just about to book a flight to UK using @AmericanAir, but after reading this exchange, there's no way. I've sent"
neutral,0.6827,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why
neutral,0.6827,United,"@united yes, you can. I will DM."
neutral,0.683,US Airways,@USAirways my flight was #3729...but I left my phone on the plane or the shuttle :(
neutral,0.6831,Delta,@JetBlue @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat
neutral,0.6831,Southwest,@SouthwestAir @love_dragonss LAUREN HoLY SHT
neutral,0.6831,Southwest,@SouthwestAir I'm trying to get home to Nashville. I've been stuck in Dallas 2 days will my flight get out in the morning
neutral,0.6831,United,@united @HiltonWorldwide @Caravannyc @MaysvilleNYC Let's go! Join me on my first trip back to NYC…as a tourist: http://t.co/egaEjtRGLb
neutral,0.6831,Virgin America,@VirginAmerica how come ABC is the only one of the network channels you don't have?
neutral,0.6832,Southwest,"@SouthwestAir Dang, if only practice was an hour Late Flightr today..."
neutral,0.6832,Southwest,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎
neutral,0.6832,Southwest,@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!
neutral,0.6832,United,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️
neutral,0.6832,United,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues"
neutral,0.6833,American,@AmericanAir thanks. Bummer. Poor planning on my part. I assume the card in Passbook won't work either?
neutral,0.6833,Southwest,@SouthwestAir sent
neutral,0.6834,American,@AmericanAir please dm me
neutral,0.6836,Delta,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal"
neutral,0.6837,Delta,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”
neutral,0.6837,Delta,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW
neutral,0.6837,Delta,@JetBlue Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...
neutral,0.6837,Delta,"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s"
neutral,0.6837,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow
neutral,0.6837,United,@united I Want a Plane dad
neutral,0.6837,Virgin America,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/SfjDuahx9Z by @skift
neutral,0.6837,Virgin America,@VirginAmerica I didn't today... Must mean I need to take another trip!
neutral,0.6838,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/RLWBJ80mA5” r u serious
neutral,0.6838,Southwest,@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ
neutral,0.6838,US Airways,"@USAirways @HutchinsJim Yes, I made the flight and got my workout in too."
neutral,0.6838,United,@united UA6357 needs de-icing! Stat! We've waited our turn...
neutral,0.6841,Delta,@JetBlue is yr site having trouble for mobile check in ?
neutral,0.6842,Delta,@JetBlue lord...
neutral,0.6842,Delta,@JetBlue the you above all commercials? Like the legroom one
neutral,0.6842,Southwest,@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.
neutral,0.6842,Southwest,@SouthwestAir can you follow for quick DM?
neutral,0.6842,United,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly."
neutral,0.6842,United,@united dm these nuts
neutral,0.6842,United,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!
neutral,0.6842,United,@united lets do that can you email boarding pass?
neutral,0.6842,United,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
neutral,0.6843,Delta,@JetBlue ok should I start looking into other flights?
neutral,0.6843,Southwest,@SouthwestAir I DM'd you
neutral,0.6843,US Airways,@USAirways Yes. Confirmation number and all.
neutral,0.6845,Southwest,"@SouthwestAir I have a flight to Vegas coming up soon, but haven’t received any drink tickets Late Flightly. Can you help me out?"
neutral,0.6845,US Airways,"@USAirways Darn it, first in line for no upgrade! Wish I understood the policy. :) http://t.co/xGPaAyFDwt"
neutral,0.6845,US Airways,"@USAirways announced that people going to FL via Charlotte would have to go to a different plane &amp; gate, but it was a 'direct flight' #logic"
neutral,0.6845,United,@united all set. Figured it out at the baggage office!
neutral,0.6847,US Airways,@USAirways how do you give stand by seats to ticketed passengers who you know have a connecting flight ?
neutral,0.6848,Delta,😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”
neutral,0.6848,United,@united yea I saw that I'm moving to China and have 5-6 bags will pay whatever but wanted to make sure it was ok to bring that many
neutral,0.6849,American,"@AmericanAir , CHECK DM PLEASE!"
neutral,0.6849,United,I left my dildo on the plane is there any way for me to get it back? @united
neutral,0.685,Delta,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ
neutral,0.6852,American,"@AmericanAir Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?"
neutral,0.6853,Delta,"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party."
neutral,0.6853,US Airways,@USAirways skys r sunny air is cold I can't wait to get to #CLT
neutral,0.6854,Delta,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe
neutral,0.6854,US Airways,"@USAirways No, this is a systemic problem. Mail comes from 153.69.214.203 but USAirways SPF record disallows it. DM me for more detail"
neutral,0.6854,United,@united I was on UA1069 today and left my sunglasses in seat 26F. Please help me get them back! #UnitedAirlines
neutral,0.6854,Virgin America,@VirginAmerica do you miss me? Don't worry we'll be together very soon.
neutral,0.6855,American,"@AmericanAir we then had to deplane, and change planes."
neutral,0.6856,United,"@united I need a breakdown of what the ""international surcharge"" on my flights cover. Please help"
neutral,0.6857,American,"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?"
neutral,0.6857,Delta,@JetBlue I can't find a good photo of it... You got one? #goodnight
neutral,0.6857,Southwest,@SouthwestAir we're flying out tomorrow! PLEASE DONT Cancelled Flight!! Lol 😜✈️
neutral,0.6858,American,"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?"
neutral,0.6858,American,"@AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles"
neutral,0.6858,Virgin America,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌"
neutral,0.6859,United,@united I did not. That's why I am VERY concerned.
neutral,0.6861,United,@united Will definitely do so. Sending a DM now.
neutral,0.6862,United,"@united Okay, thank you both."
neutral,0.6863,American,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
neutral,0.6863,Southwest,@SouthwestAir just DMed you guys!!! 😁😁😁😁
neutral,0.6863,United,@united Thanks! Good to know.
neutral,0.6863,United,"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?"
neutral,0.6863,Virgin America,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉
neutral,0.6865,Delta,@JetBlue do you sell open tickets? I have a sick relative and may have to travel at a moments notice. Sad but true.
neutral,0.6866,US Airways,@USAirways what's going on with US Airways flight 805? Why diverted to Charlotte?
neutral,0.6868,Southwest,@SouthwestAir k but who won destination dragons
neutral,0.6869,Delta,@JetBlue I hope so because I fly very often and would hate to change airlines.
neutral,0.6869,Delta,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”
neutral,0.6869,US Airways,@USAirways and that you can choose the same seat for free after clicking 100 buttons.
neutral,0.6871,Delta,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY
neutral,0.6871,Southwest,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!
neutral,0.6871,United,@united I am going to a service desk now to see what the options are.
neutral,0.6871,United,@united can you assign seats
neutral,0.6872,American,@AmericanAir hi do you have a phone number to ring from uk regarding claim for our Late Flight flight departure claim amount agreed just had no
neutral,0.6872,Delta,@JetBlue marks 15th birthday with 'Blumanity' paint job - @Dallas_News (blog) http://t.co/lFGR0Nifut
neutral,0.6872,US Airways,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
neutral,0.6872,US Airways,"@USAirways landed at Phoenix, but we had to board a flight quickly to Vegas so no time at the airport. What now?"
neutral,0.6872,United,@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.
neutral,0.6872,United,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!
neutral,0.6873,American,"@AmericanAir @jaynegelman How,about more@Blacklist too!!"
neutral,0.6873,American,@AmericanAir Flight Get Me Out Of Chicago.
neutral,0.6874,Delta,@JetBlue imma need the hook up tho
neutral,0.6874,Southwest,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P
neutral,0.6875,Delta,@JetBlue Come on and provide service from Destin- Fort Walton Beach Airport
neutral,0.6875,Southwest,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?"
neutral,0.6875,United,@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight
neutral,0.6876,American,@AmericanAir the Late Flightst usair4603. Earlier 4591
neutral,0.6876,Southwest,@SouthwestAir would love Tix for Velour show-entered every contest and still haven't won :(
neutral,0.6876,United,"@united are you looking for European Flight attendants for Paris or Frankfurt? Best, Fabrice"
neutral,0.6877,American,@AmericanAir Can you respond to my DM?
neutral,0.6879,American,@AmericanAir @Slacksoft_uk I saw an American 767 in old colours at @HeathrowAirport on Saturday! Was surprised to see!
neutral,0.6879,Southwest,@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.
neutral,0.6879,US Airways,"@USAirways 4469, thank you for asking."
neutral,0.688,US Airways,@USAirways no problem...just funny have a nice day
neutral,0.688,United,"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv"
neutral,0.6883,American,@AmericanAir Good morning! Wondering why my pre-TSA check was not on my boarding pass this morning??
neutral,0.6883,Delta,@JetBlue How can I best track deals and special flight offers? I'm liking your international options...
neutral,0.6883,Southwest,@southwestair is your companion pass broken today? purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)
neutral,0.6885,Southwest,@SouthwestAir @Imaginedragons Did they pick someone for Destination Dragons?
neutral,0.6887,US Airways,@USAirways oh they saw it and said nothing.
neutral,0.6888,Delta,@JetBlue Thank you for opening the conversation. I hope you can make it right.
neutral,0.6889,Delta,@JetBlue alright.
neutral,0.6889,Delta,@JetBlue follow for DM please
neutral,0.6889,Southwest,@SouthwestAir I've never met my favorite band and it would be sooo amazing to win destination dragons.
neutral,0.6889,Southwest,@southwestair. So important to accept others for who they are. #SWADiversity
neutral,0.6889,United,@united any chance you could look into my problem from earlier?
neutral,0.689,Southwest,@SouthwestAir Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb? Can't find any online :(
neutral,0.689,Southwest,@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.
neutral,0.689,US Airways,"@USAirways Yes, it was Sunday."
neutral,0.6891,United,@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?
neutral,0.6894,US Airways,"@USAirways is there an additional charge for a golf bag with clubs , shoes, and golf balls, if that's the only piece of luggage you check?"
neutral,0.6895,Delta,"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance"
neutral,0.6895,Virgin America,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC
neutral,0.6896,American,@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?
neutral,0.6898,Delta,"Happy for SFO, but hopefully you'll add PDX soon “@JetBlue We added two new destinations (FLL and SFO) from Las Vegas in the last year!”"
neutral,0.69,American,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?
neutral,0.6904,Delta,@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends
neutral,0.6904,Southwest,@SouthwestAir booked the 8th.... Save me an emergency exit... Gotta stretch out
neutral,0.6904,Southwest,@SouthwestAir i hope i can take my selfie stick on the plane today! #goingtovegas
neutral,0.6904,United,@united I've filed the claim but have no way of calling for updates. Is there another way to do this?
neutral,0.6904,United,@united could really use your help getting our bags at IAD. We're headed to YOW but now going to YXU
neutral,0.6905,Southwest,@SouthwestAir please reply to my DM ♥️
neutral,0.6906,American,"@AmericanAir I sent you a DM, can you please help."
neutral,0.6906,US Airways,"@USAirways If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?"
neutral,0.6906,US Airways,@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034
neutral,0.6906,United,@united What is the policy behind changing passengers' seating assignments at the gate?
neutral,0.6907,American,@AmericanAir no not yet. Waiting to be connected to an agent
neutral,0.6907,Delta,*On the brink of bankruptcy. “@JetBlue: Our fleet's on fleek. http://t.co/01ldxn3QqQ”
neutral,0.6907,Delta,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.
neutral,0.6907,Delta,@JetBlue Is it June yet? 😊
neutral,0.6907,Southwest,@SouthwestAir Any idea why TSA Pre-Check isn't showing for my next flight tomorrow? The number is in my profile...
neutral,0.6907,Southwest,@SouthwestAir is America's largest airline by passengers carried! Wonder if this is b/c they have a 'Customer Service Bible' #ANAmarketers
neutral,0.6907,United,@United Airlines Is Changing Its MileagePlus Program: Winners And Losers http://t.co/F1yvAiO9ul http://t.co/vGlx6Ykwqg
neutral,0.6909,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ
neutral,0.691,US Airways,@USAirways pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?
neutral,0.6911,American,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog. http://t.co/7t1rDRCRe6
neutral,0.6911,United,@united @retailbagholder hahaha. At least they gave u a refund.
neutral,0.6911,United,@united Sure. Follow for a sec and I will.
neutral,0.6913,Delta,@JetBlue my daughter's college game in Denver. Only one set of parents will be there 😢😢😢
neutral,0.6915,American,@AmericanAir my key point of confusion is whether I can make this change even though the initial Flight Booking Problems was on US Airways metal?
neutral,0.6915,Delta,😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/BBaONx9txD”
neutral,0.6915,United,@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now
neutral,0.6916,American,@AmericanAir can you take care @Cowboycerrone please. Thanks
neutral,0.6917,American,@AmericanAir I can't get ahold of aadvantage reservations. I need to ticket a reservation that Cancelled Flights soon. can you help?
neutral,0.6917,American,@AmericanAir yes I do I am traveling to Marsh Harbor
neutral,0.6917,Southwest,@SouthwestAir I actually could use a slight tweak to my return - not leaving here now til Monday -any way I can skip calling for that?
neutral,0.6919,United,@united all day travel. #swag #ijustwanttosleep
neutral,0.6922,Delta,@JetBlue BOS to DCA 1098 at 7:16 pm.
neutral,0.6922,Southwest,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
neutral,0.6922,US Airways,@USAirways so it's a $25.00 bag fee for a golf bag on a domestic flight?
neutral,0.6923,Delta,"@JetBlue For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines."
neutral,0.6923,US Airways,@USAirways I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included
neutral,0.6923,US Airways,@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir
neutral,0.6923,United,@united can you please follow for a DM?
neutral,0.6923,United,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
neutral,0.6924,American,@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly
neutral,0.6924,United,“@united: @Addair We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp; DM your confirmation. ^CP”done thx
neutral,0.6925,American,@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx
neutral,0.6925,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Alaska Highway News http://t.co/tynchOeLac
neutral,0.6925,Southwest,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
neutral,0.6925,Southwest,"@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS"
neutral,0.6925,United,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?"
neutral,0.6925,Virgin America,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
neutral,0.6926,Delta,@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.
neutral,0.6926,Delta,@JetBlue is that supposed to change in the near future?
neutral,0.6926,Delta,Too Late Flight. RT “@JetBlue: Our fleet's on fleek. http://t.co/nJ5Ga1gds5”
neutral,0.6926,Southwest,@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal
neutral,0.6926,Southwest,@SouthwestAir I have followed you. Awaiting your DM.
neutral,0.6928,American,@AmericanAir No worries. Don't blame you for weather.
neutral,0.6931,United,@united 618 was flight out of Houston
neutral,0.6931,United,@united is it on a flight now? Thanks for reply.
neutral,0.6932,Southwest,@SouthwestAir arrangements to reimburse me for the rental I had to get?
neutral,0.6939,Delta,@JetBlue check DM please :)
neutral,0.6939,Delta,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!
neutral,0.694,United,"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures"
neutral,0.694,United,@united Lisa J is amazing the guy not so much.
neutral,0.6941,Southwest,@SouthwestAir now flight is book and I have to fly standby if they will allow me to check in before the flight takes off
neutral,0.6941,Virgin America,@VirginAmerica save some for 871 tomorrow AM!
neutral,0.6942,Virgin America,@VirginAmerica can you please have flights in SJC ? I have no choice but to fly Southwest to Vegas 😩😭
neutral,0.6944,Southwest,@SouthwestAir Looks like brooding skies out of ONT this evening. http://t.co/X9BLwgWA68
neutral,0.6944,United,@united flight 5431
neutral,0.6946,Delta,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”
neutral,0.6947,US Airways,@USAirways Ok Thanks
neutral,0.6947,US Airways,"@USAirways we're glad to hear it. Out of curiosity, what causes such flight patterns?"
neutral,0.6949,United,@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28. Need to add child to reservation and get costs. Help! Thx
neutral,0.695,US Airways,"@USAirways @PDQuigley any progress? Good luck, Patrick!"
neutral,0.695,US Airways,"@USAirways I need to email customer service for help and a question, can you please provide the email address?"
neutral,0.6953,Southwest,@SouthwestAir Happily! But you need to follow me in order for me to DM you
neutral,0.6953,United,@united I submitted a status match last week and have not heard back. Im a delta customer looking to switch to United. Please assist.
neutral,0.6954,United,"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?"
neutral,0.6955,United,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(
neutral,0.6957,Southwest,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international flight that has... (1/2)"
neutral,0.6957,US Airways,"@USAirways @AmericanAir Just had to buy a ""safety"" ticket online. You'll refund whichever ticket(s) are unused, in full, without penalty."
neutral,0.6957,United,@united I see several economy plus can you put us in those. We don't have to be seated together
neutral,0.6957,United,"@united sorry, wrong link for the bag : http://t.co/pZAl4wtrEZ Thats the one i meant"
neutral,0.6957,United,@united...do you still have flat tire policy. Shuttle broke down on way to ORD. Will probably miss the 425pm to CLE...Help please!!
neutral,0.6958,American,@AmericanAir the saga continues..
neutral,0.6962,Delta,"@JetBlue im flying with you from mi-boston and then icelandair to iceland, 8 hours between. can we check our bags all the way?"
